word,part_of_speech
bidrar,ver
biennal,subst
bifall,subst
bifaller,ver
biff,subst
biff-tomat,subst
bifogar,ver
bifokal-glas,subst
bigami,subst
bigarrå,subst
bigott,adj
bihang,subst
bihåla,subst
bikarbonat,subst
bikini,subst
bikt,subst
biktar,ver
bil,subst
bila,subst
bilaga,subst
bilar,ver
bilateral,adj
bil-besiktning,se årlig kontrollbesiktnin
bil-bälte,subst
bild,subst
bildad,adj
bildar,ver
bilder-bok,subst
bildlig,adj
bildning,subst
bild-rör,subst
bild-skärm,subst
bild-språk,subst
bilism,subst
bilist,subst
biljard,subst
biljett,subst
biljon,subst
billig,adj
billion,se biljo
bil-provning,subst
bil-register,subst
bil-skatt,subst
bilägger,ver
binda,subst
bindel,subst
binde-ord,subst
binder,ver
binder sig,ver
binde-streck,subst
bindning,subst
binge,subst
bingo,subst
B-inkomst,subst
binär,adj
bio,subst
biodynamisk,adj
biograf,subst
biografi,subst
biolog,subst
biologi,subst
bio-massa,subst
bio-rytm,subst
bira,subst
bi-sak,subst
bisarr,adj
bi-sats,subst
bisittare,subst
biskop,subst
biskops-stol,subst
bismak,subst
bister,adj
bistro,subst
bistånd,subst
bistår,ver
bit 1,subst
bit 2,subst
bitande,adj
biter,ver
biträde,subst
biträder,ver
bits,ver
bitsk,adj
bit-socker,subst
bitter,adj
bitter-ljuv,adj
bitti,adv
bittida,adv
bit-vis,"adj, adv"
biverkning,subst
bjuder,ver
bjudning,subst
bjälke,subst
bjällra,subst
bjässe,subst
bjöd,se bjude
björk,subst
björn,subst
björn-bär,subst
björn-tjänst,subst
bl a,förk
black,subst
blackout,subst
blad,subst
bladdrar,ver
blaj,subst
blamerar,ver
bland,prep
blandar,ver
blandar sig i,ver
bland-ekonomi,subst
blandning,subst
blank,adj
blankett,subst
blanko,subst
blankt,adv
blasé,se blasera
blaserad,adj
blask,subst
blaska,subst
blast,subst
blazer,subst
bleck,subst
blek,adj
blek-ansikte,subst
bleker,ver
Blekinge,nam
bleknar,ver
blessyr,subst
blev,se bli
blick,subst
blickar,ver
blick-fång,subst
blick-punkt,subst
blid,adj
blidkar,ver
blid-väder,subst
blind,adj
blind-bock,subst
blind-gångare,subst
blind-skrift,subst
blind-skär,subst
blind-tarm,subst
blinkar,ver
blinker,subst
blir,ver
blir av,ver
blir av med,ver
blir till sig,ver
blir över,ver
bliver,se bli
blivit,se bli
blixt,subst
blixt-lås,subst
blixtrar,ver
block,subst
blockad,subst
blockerad,adj
blockerar,ver
block-flöjt,subst
block-hus,subst
blod,subst
blod-bad,subst
blod-brist,subst
blod-fattig,adj
blod-förgiftning,subst
blod-givare,subst
blod-hund,subst
blodig,adj
blod-kropp,subst
blod-kärl,subst
blod-omlopp,subst
blod-propp,subst
blod-prov,subst
blod-pudding,subst
blods-band,subst
blod-sprängd,adj
blod-sugare,subst
blods-utgjutelse,subst
blod-transfusion,subst
blod-törstig,adj
blod-vite,subst
blom,subst
blom-kål,subst
blomma,subst
blommar,ver
blommig,adj
blommo-gram,subst
blomster,subst
blomstrar,ver
blond,adj
blondin,subst
bloss,subst
blossar,ver
blot,subst
blott,adv
blotta,adj
blottar,ver
blottare,subst
blott-lägger,ver
blues,subst
bluff,subst
bluffar,ver
blund,subst
blundar,ver
blunder,subst
blus,subst
bly,subst
blyerts,subst
blyg,adj
blygd,subst
blygsam,adj
blygsel,subst
blå,adj
blåbär,subst
blå-dåre,subst
blå-gul,adj
blå-klint,subst
blå-märke,subst
blånar,ver
blå-nekar,ver
blåsa,subst
blåsare,subst
blåser,ver
blåsig,adj
blå-sippa,subst
blås-katarr,subst
blåsning,subst
blåst,subst
blå-ställ,subst
blås-väder,subst
blå-tira,subst
blå-ögd,adj
bläck,subst
bläck-fisk,subst
bläddrar,ver
bländande,adj
bländar,ver
bländ-verk,subst
blänger,ver
blänker,ver
blödar-sjuka,subst
blöder,ver
blödig,adj
blödning,subst
blöja,subst
blöt 1,adj
blöt 2,subst
blöta,subst
blöt-djur,subst
blöter,ver
BNP,förk
bo,subst
boa-orm,subst
boarding-card,subst
bobin,subst
bock,subst
bockar,ver
bod,subst
bo-delning,subst
body-building,subst
boett,subst
bo-fast,adj
bo-fink,subst
bog,subst
bogserar,ver
bohag,subst
bohem,subst
Bohuslän,nam
boj,subst
boja,subst
bojkott,subst
bojkottar,ver
bok 1,subst
bok 2,subst
bokar,ver
bokar om,ver
bok-buss,subst
bokför,ver
bok-föring,subst
bok-handel,subst
bok-hylla,subst
bok-slut,subst
bokstav,subst
bokstaverar,ver
bokstavlig,adj
bokstavs-tro,subst
bok-stöd,subst
bolag,subst
boliner,subst
boll,subst
bollar,ver
boll-sinne,subst
bolmar,ver
bolm-ört,subst
bolsjevik,subst
bolster,subst
bom,subst
bomb,subst
bombar,ver
bombarderar,ver
bombastisk,adj
bomb-matta,subst
bombning,subst
bomb-säker,adj
bommar,ver
bomull,subst
bonad,subst
bonar,ver
bonde,subst
bond-fångare,subst
bond-gård,subst
bond-permis,se bond~permissio
bond-permission,subst
bondsk,adj
bond-vischa(n),subst
boning,subst
bonus,subst
boom,subst
boots,subst
bor,ver
bord,subst
bordar,ver
borde,se bör ver
bordell,subst
bord-lägger,ver
bord-läggning,subst
bord-tennis,subst
boren,adj
borg,subst
borgar,ver
borgare,subst
borgar-råd,subst
borgen,subst
borgenär,subst
borgerlig,adj
borg-mästare,subst
borr,subst
borrar,ver
borrigg,subst
borrning,subst
borr-plattform,subst
borr-torn,subst
borst,subst
borstar,ver
borste,subst
bort 1,se bö
bort 2,adv
borta,adv
bort-blåst,adj
borterst,adj
bort-fall,subst
bort-förklarar,ver
bort-gång,subst
bort-kastad,adj
bort-kommen,adj
bortom,prep
borto-varo,subst
bortre,adj
bort-rest,adj
bort-ser,ver
bort-skämd,adj
bortåt 1,adv
bortåt 2,prep
bo-satt,adj
boskap,subst
bo-skifte,subst
bo-skillnad,subst
bo-sparar,ver
boss,subst
bostad,subst
bostadsanpassnings-bidrag,subst
bostads-bidrag,subst
bostads-domstol,subst
bostads-förmedling,subst
bostads-lån,subst
bostads-rätt,subst
bostadsrätts-förening,subst
bostadsrätts-lägenhet,subst
bostads-sparande,subst
bostads-tillägg,se bostadsbidra
bo-sätter sig,ver
bo-sättning,subst
bot 1,subst
bot 2,subst
botanik,subst
botar,ver
bote-medel,subst
bot-färdig,subst
botten,subst
botten-lån,subst
botten-napp,subst
botten-skrap,subst
botten-skrapar,ver
bottnar,ver
boulevard,subst
bo-uppteckning,subst
bo-utredning,subst
bov,subst
Boverket,nam
bovete,subst
bowling,subst
box,subst
boxare,subst
boxas,ver
boxning,subst
bra 1,adj
bra 2,adv
bracka,subst
bragd,subst
brak,subst
brakar,ver
bralla,subst
brallor,subst
brand,subst
brand-fackla,subst
brand-gul,adj
brand-kår,subst
brand-post,subst
brand-tal,subst
brann,se brinne
bransch,subst
brant 1,adj
brant 2,subst
brasa,subst
braskande,adj
brask-lapp,subst
brass,subst
brassar på,ver
brasserie,subst
brast,se briste
bravad,subst
bravo,interj
bravur,subst
bred,adj
bredbar,adj
bredd,subst
breddar,ver
breder,ver
breder ut sig,ver
bred-sida,subst
bredvid,prep
brer,se brede
brev,subst
brev-låda,subst
brev-växlar,ver
bricka,subst
bridge,subst
brigad,subst
briljans,subst
briljant 1,adj
briljant 2,subst
briljerar,ver
brillor,subst
bringa,subst
bringar,ver
brink,subst
brinner,ver
bris,subst
briserar,ver
brist,subst
brister,ver
brist-fällig,adj
brist-yrke,subst
brits,subst
britt,subst
brittisk,adj
brittsommar,subst
bro,subst
broccoli,subst
broder,se bro
broderar,ver
broderskap,subst
broiler,subst
brokig,adj
broms,subst
bromsar,ver
bronkit,subst
brons,subst
brons-ålder,subst
bror,subst
brorsa,subst
bror-son,subst
brosch,subst
broschyr,subst
brosk,subst
brott,subst
brottare,subst
brottas,ver
brottning,subst
brotts-balken,subst
brottslig,adj
brottslighet,subst
brottsling,subst
brott-stycke,subst
brud,subst
brudgum,subst
brudtärna,subst
bruk,subst
brukar,ver
bruklig,adj
brummar,ver
brun,adj
bruna bönor,subst
brunch,subst
brunett,subst
brunn,subst
brunnit,se brinne
brunst,subst
brun-ögd,adj
brus,subst
brusar,ver
brusar upp,ver
brus-tablett,subst
brusten,se briste
brustit,se briste
brutal,adj
bruten,se bryte
brutit,se bryte
brutto,subst
brutto-lön,subst
brutto-nationalprodukt,se BN
bryderi,subst
brygd,subst
brygga,subst
bryggare,subst
brygger,ver
bryggeri,subst
brygg-malen,adj
bryn,subst
bryne,subst
bryner,ver
bryr sig,ver
bryr sig om,ver
brysk,adj
bryter,ver
bryter ned,ver
bryter samman,ver
bryter upp,ver
bryter ut,ver
brytning,subst
bråck,subst
bråd,adj
bråd-djup 1,adj
bråd-djup 2,subst
brådis,adj
bråd-mogen,adj
brådska,subst
brådskande,adj
bråk,subst
bråkar,ver
bråk-del,subst
bråkig,adj
bråk-makare,subst
brås på,ver
bråte,subst
bråttom,adv
bräcker,ver
bräck-järn,subst
bräcklig,adj
bräckt,adj
bräda,subst
brädd,subst
bräde,subst
bräd-seglar,ver
bräker,ver
bräm,subst
brännande,adj
bränd,adj
brännbar,adj
brännboll,subst
bränner,ver
bränner sig,ver
bränner vid,ver
bränning,subst
bränn-märker,ver
bränn-punkt,subst
bränns,ver
bränn-vin,subst
brännässla,se nässl
bränsle,subst
bräsch,subst
brätte,subst
bröd,subst
bröd-föda,subst
brödraskap,subst
bröd-rost,subst
bröllop,subst
bröst,subst
bröst-arvinge,subst
bröst-korg,subst
bröst-sim,subst
bröt,se bryte
B-språk,subst
buar,ver
bubbel-pool,subst
bubbla,subst
bubblar,ver
buckla,subst
bucklar,ver
bucklig,adj
bud,subst
buddism,subst
budget,subst
bud-kavle,subst
budo,subst
budskap,subst
buffé,subst
buffert,subst
bugar sig,ver
buk,subst
bukett,subst
bukig,adj
buk-landar,ver
bukspott-körtel,subst
bukt 1,subst
bukt 2,subst
buktar,ver
buktig,adj
bula,subst
bulgar,subst
bulgarisk,adj
buljong,subst
bulla,subst
bulldogg,subst
bulle,subst
buller,subst
buller-matta,subst
bulletin,subst
bullrar,ver
bullrig,adj
bulnad,subst
bult,subst
bultar,ver
bulvan,subst
bumerang,subst
bumling,subst
bums,adv
bundit,se binde
bundsförvant,subst
bungalow,subst
bunke,subst
bunker,subst
bunkrar,ver
bunt,subst
buntar,ver
bur,subst
burar in,ver
burdus,adj
burgen,adj
burit,se bär ver
burk,subst
burlesk,adj
burspråk,subst
bus,subst
busar,ver
buse,subst
bush,subst
busig,adj
business,subst
buska-blyg,adj
buskage,subst
buske,subst
buskis,subst
buss,subst
bussar,ver
bussig,adj
butelj,subst
butik,subst
butter,adj
by,subst
byffé,se buff
bygd,subst
bygel,subst
bygge,subst
bygger,ver
bygg-lov,subst
bygg-mästare,subst
byggnad,subst
byggnads-förbud,subst
byggnads-nämnd,subst
byggnation,subst
byig,adj
byk,subst
byling,subst
byltar på,ver
bylte,subst
byracka,subst
byrå 1,subst
byrå 2,subst
byråkrati,subst
byråkratisk,adj
byst,subst
byte 1,subst
byte 2,subst
byter,ver
bytes-balans,subst
bytes-rätt,subst
byxa,subst
båda,pron
bådadera,pron
bådar,ver
både,konj
båg,subst
båge,subst
båg-fil,subst
bågnar,ver
bål 1,subst
bål 2,subst
bålverk,subst
bång,subst
bångstyrig,adj
bår,subst
bård,subst
bår-hus,subst
bås,subst
båt,subst
båt-plats,subst
båts-man,subst
bäbis,se bab
bäck,subst
bäcken,subst
bädd,subst
bäddar,ver
bägare,subst
bägge,pron
bälg,subst
bälte,subst
bänder,ver
bänk,subst
bänkar sig,ver
bär 1,subst
bär 2,ver
bär sig åt,ver
bärare,subst
bärgar,ver
bärgning,subst
bärgnings-bil,subst
bärighet,subst
bäring,subst
bärkraft,subst
bärnsten,subst
bärs,se bärs
bärsa,subst
bärsärka-gång,subst
bäst,adj
bästis,subst
bäst-säljare,subst
bättrar sig,ver
bättre,adj
bättring,subst
bävan,subst
bävar,ver
bäver,subst
böckling,subst
bödel,subst
bög,subst
böjelse,subst
böjer,ver
böjlig,adj
böjning,subst
bökar,ver
bökig,adj
bölar,ver
böld,subst
bölja,subst
böljar,ver
bön,subst
böna,subst
bönar,ver
bön-faller,ver
bön-hus,subst
bön-hör,ver
bör,ver
börd,subst
börda,subst
bördig,adj
början,subst
börjar,ver
börs 1,subst
börs 2,subst
bössa,subst
bötar,ver
böter,se bo
bötfäller,ver
bövel,subst
välbefinnande,subst
C-språk,subst
c/o,förk
ca,förk
cabriolet,subst
CAD,subst
café,se kaf
cafeteria,subst
campar,ver
campare,subst
camping,subst
cancer,subst
cancerogen,adj
cannabis,subst
capita,subst
cappuccino,subst
carport,subst
cash,subst
CD-spelare,subst
celeber,adj
celebritet,subst
celibat,subst
cell,subst
cell-gift,subst
cellist,subst
cello,subst
cellofan,subst
cell-stoff,subst
cellulosa,subst
cement,subst
censur,subst
censurerar,ver
center 1,subst
center 2,subst
Centerpartiet,nam
centi-liter,subst
centilong,subst
centi-meter,subst
central 1,adj
central 2,subst
Centrala studiestödsnämnden,se CS
centraliserar,ver
central-styrd,adj
central-värme,subst
centrifug,subst
centrifugerar,ver
centrum,subst
cerat,subst
ceremoni,subst
certifikat,subst
cesium,subst
champagne,subst
champinjon,subst
champion,subst
chans,subst
chansar,ver
charad,subst
chargé-d'affaires,subst
chark,subst
charkuteri,subst
charlatan,subst
charm,subst
charmig,adj
charter-,förle
chassi,subst
chaufför,subst
chauvinism,subst
check,subst
checkar,ver
checkar in,ver
chef,subst
chefs-stol,subst
chic,adj
chiffer,subst
chiffonjé,subst
chilen,subst
chilensk,adj
chimär,subst
chips 1,subst
chips 2,subst
chock,subst
chockar,ver
chockerar,ver
choke,subst
choklad,subst
chose-fri,adj
cider,subst
cigarett,subst
cigarr,subst
cirka,adv
cirka-pris,subst
cirkel,subst
cirklar,ver
cirkulation,subst
cirkulerar,ver
cirkulär,subst
cirkus,subst
cistern,subst
citat,subst
citations-tecken,subst
citerar,ver
citron,subst
citrus-frukt,subst
city,subst
civil,adj
civil-ekonom,subst
civil-försvar,subst
civil-ingenjör,subst
civilisation,subst
civil-kurage,subst
civil-stånd,subst
cl,förk
clipper,se klippe
clips,subst
clitoris,se klitori
clown,subst
cm,förk
Co,förk
cocker-spaniel,subst
cockpit,subst
cocktail,subst
collage,subst
collect call,se ba-samta
college,subst
collie,subst
comeback,subst
container,subst
controller,subst
cool,adj
copyright,subst
copywriter,subst
cornflakes,subst
cowboy,subst
CP,förk
crawl,subst
crawlar,ver
credo,subst
crêpe,subst
croissant,subst
CSN,förk
cup,subst
curry,subst
cykel 1,subst
cykel 2,subst
cykel-bana,subst
cyklar,ver
cyklist,subst
cyklop-öga,subst
cylinder,subst
cyniker,subst
cynisk,adj
cynism,subst
cysta,subst
d v s,förk
daddar,ver
dadel,subst
dag,subst
dagas,ver
dag-barn,subst
dagbarn-vårdare,subst
dag-bok,subst
dag-brott,subst
dag-brytning,subst
dag-central,subst
dag-drivare,subst
dag-drömmer,ver
dager,subst
dagg,subst
dagg-mask,subst
dag-hem,subst
dagis,subst
dag-jämning,subst
daglig,adj
dagligen,adv
dag-mamma,subst
dag-ordning,subst
dag-penning,subst
dags,subst
dags-bot,subst
dags-böter,se dagsbo
dags-ljus,subst
dag-slända,subst
dags-meja,subst
dags-press,subst
dags-tidning,subst
dags-verke,subst
dag-tid,subst
dag-traktamente,se traktament
dag-understöd,se understö
dal-,förle
dal,subst
dala-häst,subst
dalar,ver
Dalarna,nam
daller,subst
dallrar,ver
Dalsland,nam
daltar,ver
dam,subst
damasker,subst
damast,subst
dam-binda,subst
dam-frisering,subst
dam-frisör,subst
damm 1,subst
damm 2,subst
dammar,ver
dammig,adj
damm-sugare,subst
damm-suger,ver
damm-trasa,subst
dam-rum,subst
dan,se da
danar,ver
dank,subst
dans,subst
dansar,ver
dans-bana,subst
dansk 1,adj
dansk 2,subst
danska,subst
dansör,subst
dar,se da
darr,subst
darrar,ver
darrig,adj
dart,subst
dask,subst
dass,subst
data 1,subst
data 2,subst
data-behandling,subst
Datainspektionen,nam
data-maskin,subst
data-register,subst
dataskärm,subst
data-terminal,subst
daterar,ver
dato,subst
dator,subst
datoriserar,ver
datt,se dit
datum,subst
datum-märker,ver
davids-stjärna,subst
de,se den 
deadline,subst
debatt,subst
debatterar,ver
debet,subst
debet-sedel,se skattsede
debiterar,ver
debut,subst
debuterar,ver
december,subst
decennium,subst
decentraliserar,ver
decibel,subst
deci-liter,subst
decimal,subst
deci-meter,subst
deckare,subst
dedicerar,ver
dedikation,subst
defekt 1,adj
defekt 2,subst
defensiv 1,adj
defensiv 2,subst
defilerar,ver
definierar,ver
definition,subst
definitiv,adj
definitivt,adv
deformerar,ver
deg,subst
degar,ver
degel,subst
degraderar,ver
dej,se di
déjà vu,subst
dekadent,adj
dekal,subst
dekar ner sig,ver
dekis,subst
deklamerar,ver
deklaration,subst
deklarerar,ver
deklination,subst
dekoder,subst
dekor,subst
dekoration,subst
dekorativ,adj
del,subst
delaktig,adj
delar,ver
delegat,subst
delegerar,ver
delfin,subst
del-ger,ver
delikat,adj
delikatess,subst
delirium,subst
del-pension,subst
dels,konj
delta,subst
del-tagande,subst
del-tagare,subst
del-tar,ver
del-tid,subst
deltids-arbete,subst
deltids-grupp,subst
del-tog,se delta
delvis,adv
del-ägare,subst
dem,se den pron
demagog,subst
dementerar,ver
demokrat,subst
demokrati,subst
demokratisk,adj
demon,subst
demonstrant,subst
demonstration,subst
demonstrerar,ver
den 1,bestämd artike
den 2,pron
denim,subst
denna,pron
deodorant,subst
departement,subst
deponerar,ver
deporterar,ver
deppad,adj
deppar,ver
deppig,adj
depression,subst
deprimerad,adj
depå,subst
deras,se den pron
dermatologisk,adj
deserterar,ver
design,subst
desillusionerad,adj
desinficerar,ver
desinformation,subst
desperat,adj
despot,subst
dess 1,se den pron
dess 2,adv
dessa,se denn
dessbättre,adv
dessert,subst
dessförinnan,adv
dessutom,adv
dessvärre,adv
destillation,subst
destillerar,ver
destination,subst
desto,adv
destruktiv,adj
det 1,se den pron
det 2,pron
detalj,subst
detaljerad,adj
detalj-handel,subst
detektiv,subst
detonerar,ver
detsamma,pron
detta,se denn
devalverar,ver
devis,subst
dia,subst
diabetes,subst
diabetiker,subst
diadem,subst
diafragma,subst
diagnos,subst
diagnostiserar,ver
diagnostisk,adj
diagonal,adj
diagram,subst
dialekt,subst
dialog,subst
diamant,subst
diameter,subst
diapositiv,subst
diar,ver
diarium,subst
diarré,subst
diesel,subst
diesel-motor,subst
diesel-olja,subst
diet,subst
differens,subst
differentierar,ver
diffus,adj
